露影藏形	lù yǐng cáng xíng
伐性之斧	fá xìng zhī fǔ
首尾相卫	shǒu wěi xiāng wèi
投机取巧	tóu jī qǔ qiǎo
束手旁观	shù shǒu páng guān
送往事居	sòng wǎng shì jū
雪上加霜	xuě shàng jiā shuāng
认贼为子	rèn zéi wéi zǐ
论功受赏	lùn gōng shòu shǎng
感人肺肝	gǎn rén fèi gān
冰散瓦解	bīng sàn wǎ jiě
参辰日月	shēn chén rì yuè
日月参辰	rì yuè shēn chén
百弊丛生	bǎi bì cóng shēng
徒托空言	tú tuō kōng yán
殷天蔽日	yīn tiān bì rì
申祸无良	shēn huò wú liáng
鸾飞凤翥	luán fēi fèng zhù
大发雷霆	dà fā léi tíng
据理力争	jù lǐ lì zhēng
鲜车怒马	xiān chē nù mǎ
狼飡虎食	láng cān hǔ shí
负石赴河	fù shí fù hé
泛泛之谈	fàn fàn zhī tán
百废具作	bǎi fèi jù zuò
遥相呼应	yáo xiāng hū yìng
深思熟虑	shēn sī shú lǜ
三占从二	sān zhān cóng èr
毛发丝粟	máo fà sī sù
一时半霎	yī shí bàn shà
一时半晌	yī shí bàn shǎng
比翼齐飞	bǐ yì qí fēi
一刀两段	yī dāo liǎng duàn
油头滑面	yóu tóu huá miàn
逐近弃远	zhú jìn qì yuǎn
桑间之咏	sāng jiān zhī yǒng
闳侈不经	hóng chǐ bù jīng
彻上彻下	chè shàng chè xià
语妙绝伦	yǔ miào jué lún
帡天极地	jú tiān jí dì
扑地掀天	pū dì xiān tiān
视同陌路	shì tóng mò lù
洁清自矢	jié qīng zì shǐ
斠若画一	jiào ruò huà yī
珠规玉矩	zhū guī yù jǔ
偃兵修文	yǎn bīng xiū wén
日增月盛	rì zēng yuè shèng
寄迹山林	jì jì shān lín
改容易貌	gǎi róng yì mào
火上添油	huǒ shàng tiān yóu
触石决木	chù shí jué mù
恣意妄为	zì yì wàng wéi
以肉啖虎	yǐ ròu dàn hǔ
负心违愿	fù xīn wéi yuàn
乘利席胜	chéng lì xí shèng
残民害理	cán mín hài lǐ
迷花沾草	mí huā zhān cǎo
解甲休兵	jiě jiǎ xiū bīng
改弦易张	gǎi xián yì zhāng
砥砺风节	dǐ lì fēng jié
鱼龙混杂	yú lóng hùn zá
弊衣疏食	bì yī shū shí
摇尾涂中	yáo wěi tú zhōng
翻来覆去	fān lái fù qù
覆去翻来	fù qù fān lái
借风使船	jiè fēng shǐ chuán
游手偷闲	yóu shǒu tōu xián
五雀六燕	wǔ què liù yàn
弃本逐末	qì běn zhú mò
逐末弃本	zhú mò qì běn
戴头识脸	dài tóu shí liǎn
现身说法	xiàn shēn shuō fǎ
云泥殊路	yún ní shū lù
夺席谈经	duó xí tán jīng
民生涂炭	mín shēng tú tàn
生民涂炭	shēng mín tú tàn
钧天广乐	jūn tiān guǎng yuè
车载斗量	chē zài dǒu liáng
斗量车载	dǒu liáng chē zài
面折庭争	miàn shé tíng zhēng
鱼目混珍	yú mù hùn zhēn
三迭阳关	sān dié yáng guān
阳关三迭	yáng guān sān dié
铁面枪牙	tiě miàn qiāng yá
简要清通	jiǎn yào qīng tōng
龙蟠凤逸	lóng pán fèng yì
得未曾有	dé wèi céng yǒu
生气勃勃	shēng qì bó bó
放诞不羁	fàng dàn bù jī
不稼不穑	bù jià bù sè
不揪不睬	bù chǒu bù cǎi
百辞莫辩	bǎi cí mò biàn
三写成乌	sān xiě chéng wū
虎超龙骧	hǔ chāo lóng xiāng
熊心豹胆	xióng xīn bào dǎn
敲冰索火	qiāo bīng suǒ huǒ
瞬息之间	shùn xī zhī jiān
怒火中烧	nù huǒ zhōng shāo
本乡本土	běn xiāng běn tǔ
进贤退奸	jìn xián tuì jiān
户枢不蠹	hù shū bù dù
途途是道	tú tú shì dào
万象更新	wàn xiàng gēng xīn
长才短驭	cháng cái duǎn yù
少头缺尾	shǎo tóu quē wěi
蓬头历齿	péng tóu lì chǐ
甘死如饴	gān sǐ rú yí
暮景残光	mù jǐng cán guāng
薄技在身	bó jì zài shēn
金尽裘敝	jīn jìn qiú bì
临难无慑	lín nán wú shè
不着边际	bù zhuó biān jì
人急偎亲	rén jí wēi qīn
功高震主	gōng gāo zhèn zhǔ
愤世疾俗	fèn shì jí sú
五尺童子	wǔ chǐ tóng zǐ
通时达务	tōng shí dá wù
括目相待	kuò mù xiāng dài
年华垂暮	nián huá thuí mù
相得益彰	xiāng dé yì zhāng
成群作队	chéng qún zuò duì
三江五湖	sān jiāng wǔ hú
负材矜地	fù cái jīn dì
鲁阳回日	lǔ yáng huí rì
狂风怒号	kuáng fēng nù háo
家学渊源	jiā xué yuān yuán
遣词立意	qiǎn cí lì yì
琼枝玉叶	qióng zhī yù yè
多愁善感	duō chóu shàn gǎn
四亭八当	sì tíng bā dàng
雄鸡夜鸣	xióng jī yè míng
怡志养神	yí zhì yǎng shén
望秋先零	wàng qiū xiān líng
天方夜谭	tiān fāng yè tán
追根求源	zhuī gēn qiú yuán
捕风捉影	bǔ fēng zhuō yǐng
捉风捕影	zhuō fēng bǔ yǐng
捉影捕风	zhuō yǐng bǔ fēng
混俗和光	hùn sú hé guāng
沾风惹草	zhān fēng rě cǎo
翠竹黄花	cuì zhú huáng huā
比屋可封	bǐ wū kě fēng
依头缕当	yī tóu lǚ dàng
血流成渠	xuè liú chéng qú
惠子知我	huì zǐ zhī wǒ
显亲扬名	xiǎn qīn yáng míng
扬名显亲	yáng míng xiǎn qīn
傲慢无礼	ào màn wú lǐ
庐山真面	lú shān zhēn miàn
晚食当肉	wǎn shí dàng ròu
跌荡不拘	diē dàng bù jū
沉冤莫白	chén yuān mò bái
五斗折腰	wǔ dǒu zhé yāo
折腰五斗	shé yāo wǔ dòu
端本正源	duān běn zhèng yuán
倒持干戈	dǎo chí gān gē
矜能负才	jīn néng fù cái
正大堂煌	zhèng dà táng huáng
瓦解星散	wǎ jiě xīng sàn
千载奇遇	qiān zǎi qí yù
进退消息	jìn tuì xiāo xī
入火赴汤	rù huǒ fù tāng
风和日暄	fēng hé rì xuān
东奔西向	dōng bēn xī xiàng
秋行夏令	qiū xíng xià líng
柳暖花春	liǔ nuǎn huā chūn
离乡别土	lí xiāng bié tǔ
远见卓识	yuǎn jiàn zhuó shí
使心用幸	shǐ xīn yòng xìng
乐昌之镜	lè chāng zhī jìng
李白桃红	lǐ bái táo hóng
皮里阳秋	pí lǐ yáng qiū
儿女亲家	ér nǚ qìng jiā
每饭不忘	měi fàn bù wàng
惊采绝艳	jīng cǎi jué yàn
指挥若定	zhǐ huī ruò dìng
迁思回虑	qiān sī huí lǜ
敌众我寡	dí zhòng wǒ guǎ
多才多艺	duō cái duō yì
多艺多才	duō yì duō cái
权移马鹿	quán yí mǎ lù
鸥水相依	ōu shuǐ xiāng yī
傲头傲脑	ào tóu ào nǎo
仗势欺人	zhàng shì qī rén
街头巷尾	jiē tóu xiàng wěi
巷尾街头	xiàng wěi jiē tóu
英雄气短	yīng xióng qì duǎn
凤彩鸾章	fèng cǎi luán zhāng
烦言碎辞	fán yán suì yǔ
触物兴怀	chù wù xīng huái
夫人裙带	fū rén qún dài
泰极而否	tài jí ér pǐ
言近旨远	yán jìn zhǐ yuǎn
不择手段	bù zé shǒu duàn
满打满算	mǎn dǎ mǎn suàn
好高骛远	hào gāo wù yuǎn
歪门邪道	wāi mén xié dào
邪门歪道	xié mén wāi dào
神经过敏	shén jīng guò mǐn
阿时趋俗	ē shí qū sú
操戈同室	cāo gē tóon shì
同室操戈	tóng shì sāo gē
拥兵自固	yōng bīng zì gù
赤贫如洗	chì pín rú xǐ
鼓腹含和	gǔ fù hán hé
尺板斗食	chǐ bǎn dòu shí
利市三倍	lì shì sān bèi
群鸿戏海	qún hóng xì hǎi
闲情逸致	xián qíng yì zhì
珠玉在侧	zhū yù zài cè
断烂朝报	duàn làn cháo bào
日销月铄	rì xiāo yuè shuò
安邦定国	ān bāng dìng guó
定国安邦	dìng guó ān bāng
建功立事	jiàn gōng lì shì
朝更暮改	zhāo gèng mù gǎi
安宅正路	ān zhái zhèng lù
朝升暮合	zhāo shēng mù gě
摇头叹息	yáo tóu tàn xī
呆若木鸡	dāi ruò mù jī
降本流末	jiàng běn liú mò
金瓶落井	jīn píng luò jǐng
安贫乐贱	ān pín lè jiàn
反求诸己	fǎn qiú zhū jǐ
恍如隔世	huǎng rú gé shì
怒气冲冲	nù qì chōng chōng
神龙失埶	shén lóng shī zhì
畏影恶迹	wèi yǐng è jì
各持己见	gè chí jǐ jiàn
唇亡齿寒	chún wáng chǐ hán
朝阳丹凤	cháo yáng dān fèng
丹凤朝阳	dān fèng cháo yáng
慎终如始	shèn zhōng rú shǐ
斗酒只鸡	dǒu jiǔ zhī jī
只鸡斗酒	zhī jī dǒu jiǔ
愁眉泪眼	chóu méi lèi yǎn
放诞不拘	fàng dàn bù jū
如雷灌耳	rú léi guàn ěr
惊鸿艳影	jīng hóng yàn yǐng
攀高接贵	pān gāo jiē guì
仙露明珠	xiān lù míng zhū
一品白衫	yī pǐn bái shān
避祸求福	bì huò qiú fù
唯利是视	wéi lì shì shì
塞上江南	sāi shàng jiāng nán
遮掩耳目	zhē yǎn ěr mù
拥书百城	yōng shū bǎi chéng
匡乱反正	kuāng luàn fǎn zhèng
惊喜交集	jīng xǐ jiāo jí
哑然失笑	yǎ rán shī xiào
老成练达	lǎo chéng liàn dá
练达老成	liàn dá lǎo chéng
抱法处势	bào fǎ chǔ shì
澄神离形	chéng shén lí xíng
超尘拔俗	chāo chén bá sú
成佛作祖	chéng fó zuò zǔ
亲上做亲	qīn shàng zuò qīn
单刀直入	dān dāo zhí rù
对床夜语	duì chuáng yè yǔ
迎风冒雪	yíng fēng mào xuě
惟命是从	wéi mìng shì cóng
心低意沮	xīn dī yì jǔ
日许时间	rì xǔ shí jiān
龙腾虎掷	lóng téng hǔ zhì
迩安远至	ěr ān yuǎn zhì
远至迩安	yuǎn zhì ěr ān
官情纸薄	guān qíng zhǐ báo
黯然失色	àn rán shī sè
比物属事	bǐ wù zhǔ shì
寸阴若岁	cùn yīn ruò suì
托凤攀龙	tuō fèng pān lóng
掀风鼓浪	xiān fēng gǔ làng
饮食男女	yǐn shí nán nǚ
进德修业	jìn dè xiū yè
贵古贱今	guì gǔ jiàn jīn
鸠车竹马	jiū chē zhú mǎ
池鱼林木	chí yú lín mù
病骨支离	bìng gǔ zhī lí
胆小如鼷	dǎn xiǎo rú xī
抽黄对白	chōu huáng duì bái
至圣至明	zhì shèng zhì míng
谩天谩地	màn tiān màn dì
饿虎之蹊	è hǔ zhī xī
面如傅粉	miàn rú fǔ fěn
舞文玩法	wǔ wén wán fǎ
改曲易调	gǎi qǔ yì diào
干名采誉	gān míng cǎi yù
海晏河清	hǎi yàn hé qīng
河海清宴	hé hǎi qīng yàn
河清海宴	hé qīng hǎi yàn
河清海晏	hé qīng hǎi yàn
鹰头雀脑	yīng tóu què nǎo
铭记不忘	míng jì bù wàng
飞阁流丹	fēi gé liú dān
休休有容	xiū xiū yǒu róng
鼠目獐头	shǔ mù zhāng tóu
獐头鼠目	zhāng tóu shǔ mù
神道设教	shén dào shè jiào
琼枝玉树	qióng zhī yù shù
玉树琼枝	yù shù qióng zhī
兴亡祸福	xīng wáng huò fú
厚貌深辞	hòu mào shēn cí
秀才造反	xiù cái zào fǎn
三叠阳关	sān dié yáng guān
故作玄虚	gù zuò xuán xū
在谷满谷	zài gǔ mǎn gǔ
清宫除道	qīng gōng chú dào
造微入妙	zào wēi rù miào
恬言柔舌	tián yán róu shé
革旧从新	gé jiù cóng xīn
诞谩不经	dàn màn bù jīng
燕雁代飞	yàn yàn dài fēi
故甚其词	gù shèn qí cí
微乎其微	wēi hū qí wēi
当家理纪	dāng jiā lǐ jì
同舟共济	tóng zhōu gòng jì
朝歌夜弦	zhāo gē yè xián
局天促地	jú tiān cù dì
梭天摸地	suō tiān mō dì
金辉玉洁	jīn huī yù jié
如锥画沙	rú zhuī huà shā
胸无城府	xiōng wú chéng fǔ
遁世隐居	dùn shì yǐn jū
吞声饮泣	tūn shēng yǐn qì
饮泣吞声	yǐn qì tūn shēng
闭门扫迹	bì kǒu sǎo guǐ
翘足而待	qiáo zú ér dài
赫赫有名	hè hè yǒu míng
比比皆然	bǐ bǐ jiē rán
以桃代李	yǐ táo dài lǐ
削铁如泥	xuē tiě rú ní
四冲六达	sì chōng liù dá
逼上梁山	bī shàng liáng shān
辨若悬河	biàn ruò xuán hé
横扫千军	héng sǎo qiān jūn
惊喜交加	jīng xǐ jiāo jiā
避实就虚	bì shí jiù xū
就虚避实	jiù xū bì shí
解囊相助	jiě náng xiāng zhù
进善黜恶	jìn shàn chù è
袂云汗雨	mèi yún hàn yǔ
鱼网鸿离	yú wǎng hóng lí
河奔海聚	hé bēn hǎi jù
动如脱兔	dòng rú tuō tù
金龟换酒	jīn guī huàn jiǔ
蜚短流长	fēi duǎn liú cháng
扯顺风旗	chě shǔn fēng qí
相去几何	xiāng qù jǐ hé
周而复始	zhōu ér fù shǐ
诈痴不颠	zhà chī bù diān
附庸风雅	fù yōng fēng yǎ
天下汹汹	tiān xià xiōng xiōng
福寿无疆	fú shòu wú jiāng
彻里至外	chè lǐ zhì wài
大书特书	dà shū tè shū
艳如桃李	yàn rú táo lǐ
悬车告老	xuán chē gào lǎo
日益月滋	rì yì yuè zī
日滋月益	rì zī yuè yì
死有余僯	sǐ yǒu yú lù
春暖花香	chūn nuǎn huā xiāng
极乐世界	jí lè shì jiè
拥书南面	yōng shū nán miàn
胡思乱量	hú sī luàn liàng
鬼烂神焦	guǐ làn shén jiāo
神焦鬼烂	shén jiāo guǐ làn
深图远算	shēn tú yuǎn suàn
斗怪争奇	dòu guài zhēng qí
何足介意	hé zú jiè yì
百媚千娇	bǎi mèi qiān jiāo
千娇百媚	qiān jiāo bǎi mèi
一塌胡涂	yī tā hú tú
分条析理	fēn tiáo xī lǐ
雨沾云惹	yǔ zhān yún rě
漫山塞野	màn shān sāi yě
击石弹丝	jī shí tán sī
春意盎然	chūn yì àng rán
高楼大厦	gāo lóu dà shà
排除万难	pái chú wàn nán
枕山栖谷	zhěn shān qī gǔ
触目皆是	chù mù jiē shì
敛骨吹魂	liǎn gǔ chuí hún
双凫一雁	shuāng fú yī yàn
天假因缘	tiān jiǎ yīn yuán
若隐若显	ruò yǐn ruò xiǎn
东穿西撞	dōng chuān xī zhuàng
附肤落毛	fù fū luò máo
桑落瓦解	sāng luò wǎ jiě
海沸河翻	hǎi fèi hé fān
负重含污	fù zhòng hán wū
鸿隐凤伏	hóng yǐn fèng fú
触处机来	chù chǔ jī lái
首下尻高	shǒu xià kāo gāo
杂乱无序	zá luàn wú xù
欢声雷动	huān shēng léi dòng
谭言微中	tán yán wēi zhòng
重操旧业	chóng cāo jiù yè
遗臭万代	yí chòu wàn dài
身临其境	shēn lín qí jìng
背公营私	bèi gōng yíng sī
免怀之岁	miǎn huái zhī suì
楚雨巫云	chǔ yǔ wū yún
巫云楚雨	wū yún chǔ yǔ
瞒神弄鬼	mán shén nòng guǐ
略迹原情	lüè jì yuán qíng
慢易生忧	màn yì shēng yōu
文期酒会	wén qī jiǔ huì
刿目鉥心	guì mù xù xīn
鉥心刿目	tóng xīn guì mù
饥寒交至	jī hán jiāo zhì
弹空说嘴	tán kōng shuō zuǐ
鼎湖龙去	dǐng hú lóng qù
龙去鼎湖	lóng qù dǐng hú
拒虎进狼	jù hǔ jìn láng
拒狼进虎	jù láng jìn hǔ
挠直为曲	náo zhí wéi qū
胸中鳞甲	xiōng zhōng lín jiǎ
凤毛麟角	fèng máo lín jiǎo
麟角凤毛	lín jiǎo fèng máo
阴阳怪气	yīn yáng guài qì
不遑宁处	bù huáng níng chǔ
知往鉴今	zhī wǎng jiàn jīn
翻然改图	fān rán gǎi tú
兵贵神速	bīng guì shén sù
束装就道	shù zhuāng jiù dào
水中著盐	shuǐ zhōng zhuó yán
以蚓投鱼	yǐ yǐn tóu yú
兴邦立国	xīng bāng lì guó
价增一顾	jià zēng yī gù
以螳当车	yǐ táng dāng chē
雨条烟叶	yǔ tiáo yān yè
断雁孤鸿	duàn yàn gū hóng
闲言赘语	xián yán zhuì yǔ
南柯一梦	nán kē yī mèng
颐指气使	yí zhǐ qì shǐ
祸及池鱼	huò jí shi yú
忧国奉公	yōu guó fèng gōng
素昧平生	sù mèi píng shēng
素昧生平	sù mèi shēng píng
土洋结合	tǔ yáng jié hé
匡国济时	kuāng guó jì shí
顺水放船	shùn shuǐ fàng chuán
案牍之劳	àn dú zhī láo
柳营花市	liǔ yíng huā shì
钩深致远	gōu shēn zhì yuǎn
再做道理	zài zuò dào lǐ
类聚群分	lèi jù qún fēn
坚持不懈	jiān chí bù xiè
趁心像意	chèn xīn xiàng yì
年经国纬	nián jīng guó wěi
醇酒美人	chún jiǔ měi rén
契若金兰	qì ruò jīn lán
金屋藏娇	jīn wū cáng jiāo
绕梁之音	rǎo liáng zhī yīn
积厚成器	jī hòu chéng qì
倚马七纸	yǐ mǎ qī zhǐ
识才尊贤	shí cái zūn xián
辞多受少	cí duō shòu shǎo
比权量力	bǐ quán liàng lì
穿花纳锦	chuān huā nà jǐn
轰堂大笑	hōng táng dà xiào
体无完肤	tǐ wú wán fū
调嘴调舌	tiáo zuǐ diào shé
人情汹汹	rén qíng xiōng xiōng
捉生替死	zhuō shēng tì sǐ
十年寒窗	shí nián hán chuāng
提名道姓	tí míng dào xìng
收之桑榆	shōu zhī sāng yú
财迷心窍	cái mí xīn qiào
鼎新革故	dǐng xīn gé gù
革故鼎新	gé gù dǐng xīn
横说竖说	héng shuō shù shuō
悔过自责	huǐ guò zì zè
积毁消骨	jī huǐ xiāo gǔ
力敌千钧	lì dí qiān jūn
肝髓流野	gān suǐ liú yě
无间冬夏	wú jiān dōng xià
烽火连年	fēng huò lián nián
拈花微笑	niān huā wēi xiào
遁迹桑门	dùn jì sāng mén
游回磨转	yóu huí mó zhuǎn
指雁为羹	zhǐ yàn wéi gēng
论黄数黑	lùn huáng shǔ hēi
数黑论黄	shǔ hēi lùn huáng
思归其雌	sī guī qí cí
心服首肯	xīn fú shǒu kěn
破头烂额	pò tóu làn é
牛衣对泣	niú yī duì qì
走马赴任	zǒu mǎ fù rèn
鸡虫得丧	jī chóng dé sàng
山栖谷饮	shān qī gǔ yǐn
强本弱枝	qiáng běn ruò zhī
强枝弱本	qiáng zhī ruò běn
索然寡味	suǒ rán guǎ wèi
兴味索然	xìng wèi suǒ rán
黯淡无光	àn dàn wú guāng
势倾朝野	shì qīng cháo yě
亦复如是	yì fù rú shì
傍花随柳	bàng huā suí liǔ
丢人现眼	diū rén xiàn yǎn
大家闺秀	dà jiā guī xiù
劳逸结合	láo yì jié hé
今愁古恨	jīn chóu gǔ hèn
离本依末	lí běn yī mò
暴衣露盖	pù yī lù gài
拨万轮千	bō wàn lún qiān
妖由人兴	yāo yóu rén xīng
指东划西	zhǐ dōng huà xī
履足差肩	lǚ zú chà jiān
枕中鸿宝	zhěn zhōng hóng bǎo
多藏厚亡	duō cáng hòu wáng
背井离乡	bèi jǐng lí xiāng
背乡离井	bèi xiāng lí jǐng
离乡背井	lí xiāng bèi jǐng
南枝北枝	nán zhī běi zhī
吊死问疾	diào sǐ wèn jí
餐风咽露	cān fēng yàn lù
瑰意奇行	guī yì qí xíng
白蜡明经	bái là míng jīng
见危授命	jiàn wēi shòu mìng
甲第连云	jiǎ dì lián yún
公私交困	gōng sī jiāo kùn
磬石之固	qìng shí zhī gù
如汤泼雪	rú tāng pō xuě
独善吾身	dú shàn wú shēn
画眉举案	huà méi jǔ àn
十病九痛	shí bìng jiǔ tòng
精神焕发	jīng shén huàn fā
孤注一掷	gū zhù yī zhì
白璧微瑕	bái bì wēi xiá
诲人不惓	huì rén bù tiě
十世单传	shí shì dān chuán
步线行针	bù xiàn xíng zhēn
行针步线	xíng zhēn bù xiàn
奇光异彩	qí guāng yì cǎi
横七竖八	héng qī shù bā
七横八竖	qī héng bā shù
五体投诚	wǔ tǐ tóu chéng
眠云卧石	mián yún wò shí
珠圆玉洁	zhū yuán yù jié
腹热心煎	fù rè xīn jiān
险遭不测	xiǎn zāo bù cè
恋恋不舍	liàn liàn bù shě
凭虚公子	píng xū gōng zǐ
鬼头滑脑	guǐ tóu huá nǎo
五方杂处	wǔ fāng zá chǔ
顾盼神飞	gù pàn shén fēi
兵精粮足	bīng jīng liáng zú
驴心狗肺	lǘ xīn gǒu fèi
陈言肤词	chén yán fū cí
真相毕露	zhēn xiāng bì lù
六根清静	liù gēn qīng jìng
由浅入深	yóu qiǎn rù shēn
鲍鱼之肆	bào yú zhī sì
春露秋霜	chūn lù qiū shuāng
欺大压小	qī dà yā xiǎo
妄口巴舌	wàng kǒu bā shé
落阱下石	luò jǐng xià shí
遇难成祥	yù nàn chéng xiáng
移根接叶	yí gēn jiē yè
养家糊口	yǎng jiā hú kǒu
六亲无靠	liù qīn wú kào
卓有成效	zhuó yǒu chéng xiào
私心杂念	sī xīn zá niàn
书读五车	shū dú wǔ chē
故态复作	gù tài fù zuò
骈首就死	pián shǒu jiù sǐ
撒水拿鱼	sā shuǐ ná yú
居官守法	jū guān shǒu fǎ
骨寒毛竖	gǔ hán máo shù
指不胜偻	zhǐ bù shèng lǚ
勉为其难	miǎn wéi qí nán
恬淡无欲	tián dàn wú yù
屐齿之折	jī chǐ zhī zhé
三沐三熏	sān mù sān xūn
三熏三沐	sān xūn sān mù
金匮石室	jīn guì shí shì
石室金匮	shí shì jīn guì
投河奔井	tóu hé bēn jǐng
汗流至踵	hàn liú zhì zhǒng
东鳞西爪	dōng lín xī zhǎo
触景伤情	chù jǐng shāng qíng
解兵释甲	jiě bīng shì jiǎ
大权独揽	dà quán dú lǎn
独揽大权	dú lǎn dà quán
陈言务去	chén yán wù qù
扬眉瞬目	yáng méi shùn mù
华屋山丘	huá wū shān qiū
出夷入险	chū yí rù xiǎn
朝令暮改	zhāo lìng mù gǎi
科班出身	kē bān chū shēn
亘古未有	gèn gǔ wèi yǒu
红飞翠舞	hóng fēi cuì wǔ
缠夹不清	chán jiā bù qīng
束兵秣马	shù bīng mò mǎ
日夜兼程	rì yè jiān chéng
披毛求瑕	pī máo qiú xiá
出处殊涂	chū chǔ shū tú
轻车熟路	qīng chē shú lù
熟路轻车	shú lù qīng chē
奇耻大辱	qí chǐ dà rǔ
鱼烂瓦解	yú làn wǎ jiě
众怒难犯	zhòng nù nán fàn
敛色屏气	liǎn sè bǐng qì
极恶穷凶	jí è qióng xiōng
穷凶极恶	qióng xiōng jí è
说嘴郎中	shuō zuǐ láng zhōng
命词遣意	mìng cí qiǎn yì
